game_id,year,season,player,commentary
3,1908,fall,Turkey,"In this turn, Turkey's strategy involved consolidation."
3,1908,fall,Italy,"In this turn, Italy's strategy involved aggression, expansion, consolidation. It launched successful assaults, capturing Tri (from Austria). However, its attempted attacks on Con (from Turkey), Smy (from Turkey) were repelled. The nation expanded into neutral territories, claiming Ser, Alb, AEG. It projected power by providing key support for Austria's efforts."
3,1908,fall,France,"In this turn, France's strategy involved holding positions."
3,1908,fall,Austria,"In this turn, Austria's strategy involved consolidation."
3,1908,fall,Germany,"In this turn, Germany's strategy involved consolidation."
3,1908,fall,England,"In this turn, England's strategy involved consolidation."
3,1908,winter,Italy,"In this turn, Italy's strategy involved reinforcement. During the build phase, it strengthened its military by creating an Army in Ven, an Army in Rom."
3,1908,winter,Germany,"In this turn, Germany's strategy involved reinforcement. During the build phase, it strengthened its military by creating an Army in Ber."
3,1909,spring,Turkey,"In this turn, Turkey's strategy involved aggression, expansion. It launched successful assaults, capturing Sev (from Russia). The nation expanded into neutral territories, claiming Arm, Syr."
3,1909,spring,Italy,"In this turn, Italy's strategy involved aggression, expansion, consolidation. It launched successful assaults, capturing Con (from Turkey). However, its attempted attacks on Smy (from Turkey) were repelled. The nation expanded into neutral territories, claiming Spa, ION, Pie, Rum. It projected power by providing key support for Austria's efforts."
3,1909,spring,Germany,"In this turn, Germany's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming Ukr, Sil."
3,1909,spring,England,"In this turn, England's strategy involved aggression, consolidation. It launched successful assaults, capturing Bre (from France). However, its attempted attacks on Par (from France) were repelled. It projected power by providing key support for Russia's efforts. Logistically, it executed important convoys, including moving an army from Lvp to Bre, an army from Lvp to Bre."
3,1909,spring,France,"In this turn, France's strategy involved holding positions."
3,1909,fall,Turkey,"In this turn, Turkey's strategy involved holding positions."
3,1909,fall,Italy,"In this turn, Italy's strategy involved aggression, expansion, consolidation. It launched successful assaults, capturing Smy (from Turkey). The nation expanded into neutral territories, claiming Bul. Logistically, it executed important convoys, including moving an army from Nap to Smy, an army from Nap to Smy."
3,1909,fall,Germany,"In this turn, Germany's strategy involved aggression, expansion, consolidation. It launched successful assaults, capturing Sev (from Russia). The nation expanded into neutral territories, claiming Boh, Gal."
3,1909,fall,England,"In this turn, England's strategy involved aggression, expansion, consolidation. It launched successful assaults, capturing Par (from France). However, its attempted attacks on Bre (from France) were repelled. The nation expanded into neutral territories, claiming Nwy. It projected power by providing key support for France's efforts."
3,1909,fall,France,"In this turn, France's strategy involved holding positions."
3,1909,winter,Turkey,"In this turn, Turkey's strategy involved a reduction of forces. It was forced to disband units at Syr, Ukr, Arm."
3,1909,winter,Italy,"In this turn, Italy's strategy involved reinforcement. During the build phase, it strengthened its military by creating an Army in Ven, a Fleet in Nap, an Army in Rom."
3,1909,winter,Germany,"In this turn, Germany's strategy involved reinforcement. During the build phase, it strengthened its military by creating an Army in Mun."
3,1909,winter,England,"In this turn, England's strategy involved reinforcement. During the build phase, it strengthened its military by creating an Army in Edi."
3,1909,winter,France,"In this turn, France's strategy involved a reduction of forces. It was forced to disband units at Gas."
3,1910,spring,Turkey,"In this turn, Turkey's strategy involved consolidation."
3,1910,spring,Italy,"In this turn, Italy's strategy involved aggression, expansion, consolidation. However, its attempted attacks on Ank (from Turkey) were repelled. The nation expanded into neutral territories, claiming TYS, Tus, Gre, WES. It projected power by providing key support for Germany's efforts, Austria's efforts."
3,1910,spring,Germany,"In this turn, Germany's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming Arm, SKA, Gal, NWG, Ukr."
3,1910,spring,England,"In this turn, England's strategy involved aggression, expansion, consolidation. It launched successful assaults, capturing Bre (from France). The nation expanded into neutral territories, claiming NTH, Swe, NAO."
3,1910,spring,France,"In this turn, France's strategy involved expansion. The nation expanded into neutral territories, claiming Ruh."
3,1910,fall,Turkey,"In this turn, Turkey's strategy involved consolidation."
3,1910,fall,Italy,"In this turn, Italy's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming Spa, Pie. It projected power by providing key support for Austria's efforts. Logistically, it executed important convoys, including moving an army from Swe to Syr, an army from Swe to Syr, an army from Swe to Syr, an army from Swe to Syr."
3,1910,fall,Germany,"In this turn, Germany's strategy involved aggression, consolidation. It launched successful assaults, capturing Ank (from Turkey). It projected power by providing key support for Austria's efforts. Logistically, it executed important convoys, including moving an army from Swe to Syr, an army from Swe to Syr."
3,1910,fall,England,"In this turn, England's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming Syr. Logistically, it executed important convoys, including moving an army from Swe to Syr, an army from Swe to Syr, an army from Swe to Syr."
3,1910,fall,France,"In this turn, France's strategy involved aggression. However, its attempted attacks on Mun (from Germany) were repelled."
3,1910,winter,Germany,"In this turn, Germany's strategy involved reinforcement. During the build phase, it strengthened its military by creating an Army in Ber."
3,1910,winter,England,"In this turn, England's strategy involved reinforcement. During the build phase, it strengthened its military by creating an Army in Lon."
3,1910,winter,France,"In this turn, France's strategy involved a reduction of forces. It was forced to disband units at Ruh."
4,1901,spring,Turkey,"In this turn, Turkey's strategy involved expansion. The nation expanded into neutral territories, claiming Bul."
4,1901,spring,Italy,"In this turn, Italy's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming ION, Apu."
4,1901,spring,France,"In this turn, France's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming Bur, MAO."
4,1901,spring,Austria,"In this turn, Austria's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming Ser."
4,1901,spring,Germany,"In this turn, Germany's strategy involved expansion. The nation expanded into neutral territories, claiming Ruh, Hol."
4,1901,spring,England,"In this turn, England's strategy involved expansion. The nation expanded into neutral territories, claiming NWG, NTH."
4,1901,spring,Russia,"In this turn, Russia's strategy involved expansion. The nation expanded into neutral territories, claiming BOT, Ukr."
4,1901,fall,Turkey,"In this turn, Turkey's strategy involved expansion. The nation expanded into neutral territories, claiming BLA, Rum, Bul."
4,1901,fall,England,"In this turn, England's strategy involved expansion. The nation expanded into neutral territories, claiming ENG, Nwy, Yor."
4,1901,fall,France,"In this turn, France's strategy involved aggression, expansion. It launched successful assaults, capturing Mun (from Germany). The nation expanded into neutral territories, claiming Spa, Por."
4,1901,fall,Austria,"In this turn, Austria's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming ADR."
4,1901,fall,Germany,"In this turn, Germany's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming Bel, Den."
4,1901,fall,Italy,"In this turn, Italy's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming Gre. Logistically, it executed important convoys, including moving an army from Apu to Gre."
4,1901,fall,Russia,"In this turn, Russia's strategy involved expansion. The nation expanded into neutral territories, claiming Ukr, Swe, Gal."
4,1901,winter,Turkey,"In this turn, Turkey's strategy involved reinforcement. During the build phase, it strengthened its military by creating a Fleet in Smy, an Army in Con."
4,1901,winter,Italy,"In this turn, Italy's strategy involved reinforcement. During the build phase, it strengthened its military by creating a Fleet in Rom."
4,1901,winter,France,"In this turn, France's strategy involved reinforcement. During the build phase, it strengthened its military by creating a Fleet in Bre, a Fleet in Mar, an Army in Par."
4,1901,winter,Austria,"In this turn, Austria's strategy involved reinforcement. During the build phase, it strengthened its military by creating an Army in Vie."
4,1901,winter,Germany,"In this turn, Germany's strategy involved reinforcement. During the build phase, it strengthened its military by creating an Army in Ber, an Army in Kie."
4,1901,winter,England,"In this turn, England's strategy involved reinforcement. During the build phase, it strengthened its military by creating a Fleet in Edi."
4,1901,winter,Russia,"In this turn, Russia's strategy involved reinforcement. During the build phase, it strengthened its military by creating an Army in War."
4,1902,spring,Turkey,"In this turn, Turkey's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming Arm, AEG. Logistically, it executed important convoys, including moving an army from Con to Arm."
4,1902,spring,Italy,"In this turn, Italy's strategy involved expansion. The nation expanded into neutral territories, claiming Tyr. Logistically, it executed important convoys, including moving an army from ION to ION."
4,1902,spring,France,"In this turn, France's strategy involved expansion. The nation expanded into neutral territories, claiming Bur, Spa, MAO, Gas, Ruh."
4,1902,spring,Austria,"In this turn, Austria's strategy involved consolidation."
4,1902,spring,Germany,"In this turn, Germany's strategy involved aggression, consolidation. It launched successful assaults, capturing Mun (from France)."
4,1902,spring,England,"In this turn, England's strategy involved expansion. The nation expanded into neutral territories, claiming NWG, SKA, NTH."
4,1902,spring,Russia,"In this turn, Russia's strategy involved consolidation."
4,1902,fall,Turkey,"In this turn, Turkey's strategy involved aggression, consolidation. It launched successful assaults, capturing Sev (from Russia)."
4,1902,fall,England,"In this turn, England's strategy involved expansion. The nation expanded into neutral territories, claiming Den, Wal."
4,1902,fall,France,"In this turn, France's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming WES, Pic."
4,1902,fall,Austria,"In this turn, Austria's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming Gre, Gal."
4,1902,fall,Germany,"In this turn, Germany's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming Ruh. It projected power by providing key support for France's efforts."
4,1902,fall,Italy,"In this turn, Italy's strategy involved expansion. The nation expanded into neutral territories, claiming Tun, TYS. Logistically, it executed important convoys, including moving an army from Gre to Tun."
4,1902,fall,Russia,"In this turn, Russia's strategy involved expansion. The nation expanded into neutral territories, claiming Nwy, Sil."
4,1902,winter,Turkey,"In this turn, Turkey's strategy involved reinforcement. During the build phase, it strengthened its military by creating a Fleet in Smy."
4,1902,winter,Austria,"In this turn, Austria's strategy involved reinforcement. During the build phase, it strengthened its military by creating an Army in Bud."
4,1902,winter,Russia,"In this turn, Russia's strategy involved reinforcement. During the build phase, it strengthened its military by creating an Army in Mos."
4,1903,spring,Turkey,"In this turn, Turkey's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming EAS."
4,1903,spring,Italy,"In this turn, Italy's strategy involved consolidation."
4,1903,spring,France,"In this turn, France's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming ENG."
4,1903,spring,Austria,"In this turn, Austria's strategy involved consolidation."
4,1903,spring,Germany,"In this turn, Germany's strategy involved consolidation. It projected power by providing key support for France's efforts."
4,1903,spring,England,"In this turn, England's strategy involved aggression, expansion, consolidation. It launched successful assaults, capturing Kie (from Germany). The nation expanded into neutral territories, claiming HEL, NTH."
4,1903,spring,Russia,"In this turn, Russia's strategy involved aggression. However, its attempted attacks on Sev (from Turkey), Mun (from France) were repelled. It projected power by providing key support for England's efforts."
4,1903,fall,Turkey,"In this turn, Turkey's strategy involved aggression, expansion, consolidation. However, its attempted attacks on Mos (from Russia) were repelled. The nation expanded into neutral territories, claiming ION, AEG."
4,1903,fall,Italy,"In this turn, Italy's strategy involved consolidation."
4,1903,fall,France,"In this turn, France's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming Bel."
4,1903,fall,Austria,"In this turn, Austria's strategy involved aggression, expansion, consolidation. However, its attempted attacks on War (from Russia) were repelled. The nation expanded into neutral territories, claiming Boh."
4,1903,fall,Germany,"In this turn, Germany's strategy involved consolidation."
4,1903,fall,England,"In this turn, England's strategy involved aggression, expansion, consolidation. However, its attempted attacks on Ber (from Germany) were repelled. The nation expanded into neutral territories, claiming Hol."
4,1903,fall,Russia,"In this turn, Russia's strategy involved aggression, consolidation. It launched successful assaults, capturing Mun (from France). However, its attempted attacks on Sev (from Turkey) were repelled."
4,1903,winter,Germany,"In this turn, Germany's strategy involved a reduction of forces. It was forced to disband units at Ruh."
4,1903,winter,England,"In this turn, England's strategy involved reinforcement. During the build phase, it strengthened its military by creating an Army in Lon, an Army in Lvp."
4,1903,winter,Russia,"In this turn, Russia's strategy involved reinforcement. During the build phase, it strengthened its military by creating an Army in War."
4,1903,winter,France,"In this turn, France's strategy involved reinforcement. During the build phase, it strengthened its military by creating an Army in Mar."
4,1904,spring,Turkey,"In this turn, Turkey's strategy involved consolidation."
4,1904,spring,Italy,"In this turn, Italy's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming Tyr, Apu."
4,1904,spring,France,"In this turn, France's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming Pie, Ruh, Bur, TYS."
4,1904,spring,Austria,"In this turn, Austria's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming ADR, Ser."
4,1904,spring,Germany,"In this turn, Germany's strategy involved consolidation."
4,1904,spring,England,"In this turn, England's strategy involved consolidation. It projected power by providing key support for Russia's efforts."
4,1904,spring,Russia,"In this turn, Russia's strategy involved aggression, expansion, consolidation. It launched successful assaults, capturing Sev (from Turkey), Ber (from Germany). The nation expanded into neutral territories, claiming Gal."
4,1904,fall,Turkey,"In this turn, Turkey's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming Gre."
4,1904,fall,Italy,"In this turn, Italy's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming ION."
4,1904,fall,France,"In this turn, France's strategy involved aggression, consolidation. It launched successful assaults, capturing Mun (from Russia), Ven (from Italy), Rom (from Italy)."
4,1904,fall,Austria,"In this turn, Austria's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming Rum."
4,1904,fall,England,"In this turn, England's strategy involved aggression, consolidation. However, its attempted attacks on Ber (from Germany) were repelled."
4,1904,fall,Russia,"In this turn, Russia's strategy involved consolidation. It projected power by providing key support for Turkey's efforts."
4,1904,winter,Italy,"In this turn, Italy's strategy involved a reduction of forces. It was forced to disband units at ION, Tun."
4,1904,winter,Russia,"In this turn, Russia's strategy involved reinforcement. During the build phase, it strengthened its military by creating an Army in Stp."
4,1904,winter,France,"In this turn, France's strategy involved reinforcement. During the build phase, it strengthened its military by creating an Army in Par, a Fleet in Mar, a Fleet in Bre."
4,1905,spring,Turkey,"In this turn, Turkey's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming ION, Alb."
4,1905,spring,Italy,"In this turn, Italy's strategy involved holding positions."
4,1905,spring,France,"In this turn, France's strategy involved aggression, expansion, consolidation. However, its attempted attacks on Kie (from Germany) were repelled. The nation expanded into neutral territories, claiming Bur, LYO, NTH, MAO."
4,1905,spring,Austria,"In this turn, Austria's strategy involved consolidation."
4,1905,spring,England,"In this turn, England's strategy involved consolidation."
4,1905,spring,Russia,"In this turn, Russia's strategy involved aggression, expansion. However, its attempted attacks on Sev (from Turkey), Kie (from Germany) were repelled. The nation expanded into neutral territories, claiming Ukr, Fin."
4,1905,fall,Turkey,"In this turn, Turkey's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming Tun, Gre."
4,1905,fall,Italy,"In this turn, Italy's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming Pie."
4,1905,fall,France,"In this turn, France's strategy involved aggression, expansion, consolidation. It launched successful assaults, capturing Tri (from Austria). However, its attempted attacks on Nap (from Italy) were repelled. The nation expanded into neutral territories, claiming Hol, WES, Ruh, Den, Naf. It projected power by providing key support for Germany's efforts."
4,1905,fall,Austria,"In this turn, Austria's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming Alb."
4,1905,fall,England,"In this turn, England's strategy involved consolidation."
4,1905,fall,Russia,"In this turn, Russia's strategy involved aggression, expansion, consolidation. It launched successful assaults, capturing Kie (from Germany). However, its attempted attacks on Sev (from Turkey) were repelled. The nation expanded into neutral territories, claiming NTH, Rum, Swe, Gal."
4,1905,winter,Turkey,"In this turn, Turkey's strategy involved reinforcement. During the build phase, it strengthened its military by creating a Fleet in Ank."
4,1905,winter,Italy,"In this turn, Italy's strategy involved a reduction of forces. It was forced to disband units at Pie."
4,1905,winter,France,"In this turn, France's strategy involved reinforcement. During the build phase, it strengthened its military by creating an Army in Par, an Army in Mar, a Fleet in Bre."
4,1905,winter,Austria,"In this turn, Austria's strategy involved a reduction of forces. It was forced to disband units at Alb."
4,1905,winter,England,"In this turn, England's strategy involved a reduction of forces. It was forced to disband units at Lvp."
4,1905,winter,Russia,"In this turn, Russia's strategy involved reinforcement. During the build phase, it strengthened its military by creating an Army in War."
4,1906,spring,Turkey,"In this turn, Turkey's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming BLA."
4,1906,spring,Italy,"In this turn, Italy's strategy involved consolidation."
4,1906,spring,France,"In this turn, France's strategy involved aggression, expansion, consolidation. It launched successful assaults, capturing Kie (from Russia), Ber (from Germany). However, its attempted attacks on Nap (from Italy) were repelled. The nation expanded into neutral territories, claiming Bur, Pie, Tun, NTH, ENG."
4,1906,spring,Austria,"In this turn, Austria's strategy involved consolidation."
4,1906,spring,England,"In this turn, England's strategy involved consolidation."
4,1906,spring,Russia,"In this turn, Russia's strategy involved aggression, expansion, consolidation. It launched successful assaults, capturing Vie (from Austria). However, its attempted attacks on Sev (from Turkey) were repelled. The nation expanded into neutral territories, claiming Nwy, NWG, Gal."
4,1906,fall,Turkey,"In this turn, Turkey's strategy involved aggression, expansion, consolidation. It launched successful assaults, capturing Nap (from Italy). The nation expanded into neutral territories, claiming ION, Rum. Logistically, it executed important convoys, including moving an army from Arm to Rum."
4,1906,fall,Italy,"In this turn, Italy's strategy involved consolidation."
4,1906,fall,France,"In this turn, France's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming NTH, Ruh, Tyr, SKA, TYS."
4,1906,fall,Austria,"In this turn, Austria's strategy involved aggression, consolidation. However, its attempted attacks on Tri (from France) were repelled."
4,1906,fall,England,"In this turn, England's strategy involved consolidation."
4,1906,fall,Russia,"In this turn, Russia's strategy involved aggression, consolidation. It launched successful assaults, capturing Sev (from Turkey). However, its attempted attacks on Bud (from Austria), Ber (from Germany) were repelled."
4,1906,winter,Turkey,"In this turn, Turkey's strategy involved reinforcement. During the build phase, it strengthened its military by creating an Army in Con."
4,1906,winter,Austria,"In this turn, Austria's strategy involved a reduction of forces. It was forced to disband units at ADR."
4,1906,winter,Russia,"In this turn, Russia's strategy involved reinforcement. During the build phase, it strengthened its military by creating an Army in War."
4,1906,winter,France,"In this turn, France's strategy involved reinforcement. During the build phase, it strengthened its military by creating an Army in Par, an Army in Mar, a Fleet in Bre."
4,1907,spring,Turkey,"In this turn, Turkey's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming Alb, Ser, Bul."
4,1907,spring,Austria,"In this turn, Austria's strategy involved consolidation."
4,1907,spring,England,"In this turn, England's strategy involved consolidation."
4,1907,spring,Russia,"In this turn, Russia's strategy involved aggression, expansion, consolidation. It launched successful assaults, capturing Bud (from Austria). The nation expanded into neutral territories, claiming Ukr, Gal."
4,1907,spring,France,"In this turn, France's strategy involved aggression, expansion, consolidation. It launched successful assaults, capturing Kie (from Russia), Nap (from Turkey). The nation expanded into neutral territories, claiming Bur, Pie, Swe, Den, ENG, Boh."
4,1907,fall,Turkey,"In this turn, Turkey's strategy involved aggression, expansion, consolidation. It launched successful assaults, capturing Tri (from France). The nation expanded into neutral territories, claiming Ser, Gre."
4,1907,fall,Austria,"In this turn, Austria's strategy involved consolidation."
4,1907,fall,England,"In this turn, England's strategy involved holding positions."
4,1907,fall,Russia,"In this turn, Russia's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming Pru. It projected power by providing key support for Austria's efforts."
4,1907,fall,France,"In this turn, France's strategy involved aggression, expansion, consolidation. It launched successful assaults, capturing Vie (from Austria), Ber (from Germany). The nation expanded into neutral territories, claiming Nwy, ION, Sil. It projected power by providing key support for Turkey's efforts. Logistically, it executed important convoys, including moving an army from Den to Nwy."
5,1901,spring,Turkey,"In this turn, Turkey's strategy involved expansion. The nation expanded into neutral territories, claiming Bul."
5,1901,spring,Italy,"In this turn, Italy's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming ION, Tus."
5,1901,spring,France,"In this turn, France's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming Bur, MAO."
5,1901,spring,Austria,"In this turn, Austria's strategy involved aggression, expansion. However, its attempted attacks on Ven (from Italy) were repelled. The nation expanded into neutral territories, claiming Ser, Gal."
5,1901,spring,Germany,"In this turn, Germany's strategy involved consolidation."
5,1901,spring,England,"In this turn, England's strategy involved expansion. The nation expanded into neutral territories, claiming NWG, NTH."
5,1901,spring,Russia,"In this turn, Russia's strategy involved expansion. The nation expanded into neutral territories, claiming BLA, BOT, Ukr."
5,1901,fall,Turkey,"In this turn, Turkey's strategy involved consolidation."
5,1901,fall,England,"In this turn, England's strategy involved expansion. The nation expanded into neutral territories, claiming Nwy, Den. Logistically, it executed important convoys, including moving an army from Edi to Den."
5,1901,fall,France,"In this turn, France's strategy involved expansion. The nation expanded into neutral territories, claiming Bel, Spa, Por."
5,1901,fall,Austria,"In this turn, Austria's strategy involved expansion. The nation expanded into neutral territories, claiming Alb, Boh."
5,1901,fall,Germany,"In this turn, Germany's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming Hol."
5,1901,fall,Italy,"In this turn, Italy's strategy involved consolidation."
5,1901,fall,Russia,"In this turn, Russia's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming Swe, Rum."
5,1901,winter,Turkey,"In this turn, Turkey's strategy involved reinforcement. During the build phase, it strengthened its military by creating a Fleet in Smy."
5,1901,winter,England,"In this turn, England's strategy involved reinforcement. During the build phase, it strengthened its military by creating a Fleet in Edi, an Army in Lon."
5,1901,winter,France,"In this turn, France's strategy involved reinforcement. During the build phase, it strengthened its military by creating an Army in Par, a Fleet in Mar, a Fleet in Bre."
5,1901,winter,Austria,"In this turn, Austria's strategy involved reinforcement. During the build phase, it strengthened its military by creating an Army in Tri."
5,1901,winter,Germany,"In this turn, Germany's strategy involved reinforcement. During the build phase, it strengthened its military by creating an Army in Kie."
5,1901,winter,Russia,"In this turn, Russia's strategy involved reinforcement. During the build phase, it strengthened its military by creating a Fleet in Stp, an Army in War."
5,1902,spring,Turkey,"In this turn, Turkey's strategy involved holding positions."
5,1902,spring,England,"In this turn, England's strategy involved aggression, expansion, consolidation. However, its attempted attacks on Kie (from Germany) were repelled. The nation expanded into neutral territories, claiming HEL, NTH."
5,1902,spring,France,"In this turn, France's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming Bur, LYO, Spa, MAO."
5,1902,spring,Austria,"In this turn, Austria's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming Tyr, Gre."
5,1902,spring,Germany,"In this turn, Germany's strategy involved consolidation."
5,1902,spring,Italy,"In this turn, Italy's strategy involved expansion. The nation expanded into neutral territories, claiming Tun."
5,1902,spring,Russia,"In this turn, Russia's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming Arm, BAL, BOT, Pru."
5,1902,fall,Turkey,"In this turn, Turkey's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming Ser."
5,1902,fall,England,"In this turn, England's strategy involved aggression, expansion, consolidation. It launched successful assaults, capturing Kie (from Germany), Stp (from Russia). The nation expanded into neutral territories, claiming Nwy. Logistically, it executed important convoys, including moving an army from Lon to Nwy."
5,1902,fall,France,"In this turn, France's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming Pie, WES, TYS. It projected power by providing key support for Germany's efforts."
5,1902,fall,Austria,"In this turn, Austria's strategy involved aggression, consolidation. However, its attempted attacks on Mun (from Germany) were repelled."
5,1902,fall,Germany,"In this turn, Germany's strategy involved consolidation."
5,1902,fall,Italy,"In this turn, Italy's strategy involved consolidation."
5,1902,fall,Russia,"In this turn, Russia's strategy involved aggression, expansion, consolidation. It launched successful assaults, capturing Ber (from Germany). However, its attempted attacks on Ank (from Turkey) were repelled. The nation expanded into neutral territories, claiming Bul, Swe."
5,1902,winter,Italy,"In this turn, Italy's strategy involved reinforcement. During the build phase, it strengthened its military by creating an Army in Nap."
5,1902,winter,Germany,"In this turn, Germany's strategy involved a reduction of forces. It was forced to disband units at Ruh, Sil."
5,1902,winter,England,"In this turn, England's strategy involved reinforcement. During the build phase, it strengthened its military by creating a Fleet in Edi, an Army in Lon."
5,1902,winter,Russia,"In this turn, Russia's strategy involved reinforcement. During the build phase, it strengthened its military by creating an Army in War."
5,1903,spring,Turkey,"In this turn, Turkey's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming Arm."
5,1903,spring,England,"In this turn, England's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming NTH, Yor, Den, BAR, Swe."
5,1903,spring,France,"In this turn, France's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming Tus, Tun, Naf. It projected power by providing key support for Germany's efforts."
5,1903,spring,Austria,"In this turn, Austria's strategy involved aggression, consolidation. However, its attempted attacks on Mun (from Germany) were repelled."
5,1903,spring,Germany,"In this turn, Germany's strategy involved consolidation."
5,1903,spring,Italy,"In this turn, Italy's strategy involved consolidation."
5,1903,spring,Russia,"In this turn, Russia's strategy involved aggression, expansion, consolidation. However, its attempted attacks on Ank (from Turkey), Con (from Turkey) were repelled. The nation expanded into neutral territories, claiming Sil."
5,1903,fall,Turkey,"In this turn, Turkey's strategy involved aggression, consolidation. However, its attempted attacks on Sev (from Russia) were repelled."
5,1903,fall,England,"In this turn, England's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming Nwy. Logistically, it executed important convoys, including moving an army from Yor to Nwy."
5,1903,fall,France,"In this turn, France's strategy involved aggression, expansion, consolidation. However, its attempted attacks on Rom (from Italy) were repelled. The nation expanded into neutral territories, claiming MAO, Hol. It projected power by providing key support for Germany's efforts."
5,1903,fall,Austria,"In this turn, Austria's strategy involved aggression, consolidation. However, its attempted attacks on Mun (from Germany) were repelled."
5,1903,fall,Germany,"In this turn, Germany's strategy involved aggression. However, its attempted attacks on Kie (from England) were repelled."
5,1903,fall,Italy,"In this turn, Italy's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming Tus."
5,1903,fall,Russia,"In this turn, Russia's strategy involved aggression, expansion. However, its attempted attacks on Stp (from England), Smy (from Turkey) were repelled. The nation expanded into neutral territories, claiming BAL."
5,1903,winter,Germany,"In this turn, Germany's strategy involved a reduction of forces. It was forced to disband units at HEL."
5,1903,winter,Italy,"In this turn, Italy's strategy involved a reduction of forces. It was forced to disband units at ION."
5,1903,winter,England,"In this turn, England's strategy involved reinforcement. During the build phase, it strengthened its military by creating an Army in Lon."
5,1903,winter,Russia,"In this turn, Russia's strategy involved a reduction of forces. It was forced to disband units at Syr."
5,1903,winter,France,"In this turn, France's strategy involved reinforcement. During the build phase, it strengthened its military by creating an Army in Par, a Fleet in Mar."
5,1904,spring,Turkey,"In this turn, Turkey's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming BLA. Logistically, it executed important convoys, including moving an army from Lon to Mos."
5,1904,spring,Italy,"In this turn, Italy's strategy involved consolidation."
5,1904,spring,France,"In this turn, France's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming Bur, LYO, Bel, ION."
5,1904,spring,Austria,"In this turn, Austria's strategy involved aggression, consolidation. It launched successful assaults, capturing Mun (from Germany)."
5,1904,spring,Germany,"In this turn, Germany's strategy involved consolidation."
5,1904,spring,England,"In this turn, England's strategy involved expansion, consolidation. The nation expanded into neutral territories, claiming NWG, Den, Lvn, BAL. Logistically, it executed important convoys, including moving an army from Lon to Den."
5,1904,spring,Russia,"In this turn, Russia's strategy involved consolidation. Logistically, it executed important convoys, including moving an army from Ber to Lvn."
5,1904,fall,Turkey,"In this turn, Turkey's strategy involved aggression, expansion, consolidation. However, its attempted attacks on Bud (from Austria) were repelled. The nation expanded into neutral territories, claiming Bul."
5,1904,fall,Italy,"In this turn, Italy's strategy involved holding positions."
5,1904,fall,France,"In this turn, France's strategy involved aggression, expansion, consolidation. It launched successful assaults, capturing Nap (from Italy). However, its attempted attacks on Mun (from Germany), Ven (from Italy) were repelled. The nation expanded into neutral territories, claiming WES. It projected power by providing key support for England's efforts."
5,1904,fall,Austria,"In this turn, Austria's strategy involved consolidation."
5,1904,fall,England,"In this turn, England's strategy involved aggression, expansion, consolidation. However, its attempted attacks on Mos (from Russia) were repelled. The nation expanded into neutral territories, claiming Fin, Den, NTH, Swe."
